dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
2653,yes,Town Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2008,2020.0,1074.0,946.0,0.0,,,yes, ,yes,yes, , ,,,,2012-04-11 18:59:41-05,2013-05-10 16:28:58-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,West,6.21,,6.21,,2011-02-01,,2009,1842.0,1379.0,463.0,0.0,,,yes,yes,yes,yes,yes,yes,,2014-04-04 09:23:01-05,2017-10-11 06:59:01-05,2012-04-11 18:59:20-05,2019-03-06 20:54:37.057768-06,,,2012-05-14 19:00:00-05,2019-02-26 02:59:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,yes,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,yes,,,,,,,
2818,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,5.39,2.695,2.695,,2011-02-01,,2007,2345.0,1385.0,960.0,0.0,,,yes, ,yes, , ,yes,,,,2012-04-11 18:45:51-05,2018-07-01 05:26:25.371037-05,,,2012-10-20 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,yes,,yes,yes,,,,,yes,,,,yes,,,yes,,yes,,,,,,,,,,yes,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,yes,,yes,,,
2859,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2008,1252.0,1252.0,0.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 18:59:49-05,2013-05-10 16:27:05-05,,,2014-05-29 00:00:00-05,2019-02-26 02:38:00-06,yes,yes,,yes,,,,,yes,,yes,yes,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,,yes,,yes,,yes,,,,,
2945,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,South;West,5.145,,2.035,,2011-02-01,,2007,1720.0,1720.0,0.0,0.0,,,yes, , , , , ,,,,2012-04-11 18:59:40-05,2018-04-16 23:36:37-05,2012-05-01 13:00:00-05,2015-10-28 23:54:00-05,2012-05-15 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
3009,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,South,6.25,6.25,,,2011-02-01,,2008,1252.0,1252.0,0.0,0.0,,,yes, ,yes, ,yes,yes,,,,2012-04-11 18:52:06-05,2013-05-10 16:29:36-05,,,2014-02-23 18:00:00-06,2019-02-26 02:52:00-06,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,West,6.25,0.0,6.25,0.0,2011-02-01,,2010,3246.0,1706.0,1540.0,0.0,,,yes, ,yes, , ,yes,,,,2012-04-11 18:51:24-05,2019-04-18 18:36:20.894188-05,,,2012-10-26 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,yes,yes,yes
3456,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.105,4.07,2.035,,2011-02-01,,2008,1720.0,1720.0,0.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 18:58:55-05,2013-05-10 16:27:51-05,2015-08-23 04:12:35.98532-05,2018-01-05 10:14:00-06,2012-10-19 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,yes,,yes,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,yes,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,
3482,yes,Town Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,West,5.13,,5.13,,2011-02-01,,2009,1900.0,950.0,950.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 17:45:29-05,2013-05-10 16:29:02-05,2015-09-25 14:25:00-05,2018-07-16 08:40:00-05,2012-12-11 18:00:00-06,2019-01-31 17:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
3739,yes,Town Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2009,2020.0,1074.0,946.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:49-05,2013-05-10 16:28:11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,South;East,6.84,5.13,,1.71,2011-02-01,,2008,3023.0,1473.0,1550.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:49-05,2018-06-19 10:23:17-05,,,2012-09-17 19:00:00-05,2019-02-26 02:55:00-06,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.12,3.24,2.88,,2011-02-01,,2008,2521.0,2521.0,0.0,0.0,,,yes, ,yes, ,yes,yes,,,,2012-04-11 18:56:09-05,2016-12-11 12:11:28-06,,,2012-05-15 19:00:00-05,2019-02-26 02:59:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,yes,yes,,yes,,yes,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,yes,,,,,,,,
4031,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,South;West,6.37,3.185,3.185,,2011-02-01,,2007,1946.0,1001.0,945.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 18:59:16-05,2019-04-18 18:22:24.135944-05,2012-07-10 13:33:29-05,2015-10-28 23:54:00-05,2012-11-03 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,,,,,,,,yes,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,,yes,yes,yes,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
4228,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,,,,,,2011-02-01,,2008,1240.0,620.0,620.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 18:59:56-05,2019-01-27 08:56:15.784111-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,yes,Single-Family Home,,yes,yes,yes,,CCET - Control,,Austin,Texas,yes,West,3.33,,3.33,,2011-02-01,,2009,2090.0,1168.0,922.0,0.0,,,yes, ,yes,yes, ,yes,,,,2012-04-11 18:59:10-05,2013-05-10 16:29:24-05,,,2013-08-14 00:00:00-05,2019-02-27 02:40:00-06,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
4421,yes,Town Home,,yes,yes,,,CCET - Control,,Austin,Texas,,,,,,,2011-02-01,,2008,1185.0,602.0,583.0,0.0,,,yes, ,yes,yes,yes, ,,,,2012-06-18 21:04:25-05,2019-04-18 18:47:58.017159-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,South,6.37,6.37,0.0,0.0,2011-02-01,,2010,2713.0,1514.0,1199.0,0.0,,,yes, ,yes, , ,yes,,,,2012-04-12 18:45:53-05,2019-04-18 18:22:42.330211-05,2016-01-17 08:06:00-06,2018-05-11 11:45:00-05,2012-05-02 19:00:00-05,2019-03-14 02:53:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,yes,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,,,,,,2011-02-01,,2008,2669.0,1455.0,1214.0,0.0,,,yes, ,yes,yes, ,yes,,,,2012-04-11 18:57:36-05,2015-01-10 03:29:24-06,,,2013-07-12 19:00:00-05,2016-07-17 03:59:00-05,yes,yes,,yes,,,,,,,yes,yes,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
4671,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,,,,,,2011-02-01,,2008,1240.0,620.0,620.0,0.0,,,yes, , ,yes, , ,,,,2012-04-11 18:59:31-05,2016-04-04 02:27:12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2009,1994.0,1001.0,993.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:55-05,2017-10-10 22:21:05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,South;West,5.5,3.0,2.5,,2011-02-01,,2008,2710.0,1508.0,1202.0,0.0,,,yes, , , ,yes, ,,,,2012-04-11 18:59:34-05,2019-04-18 17:13:34.480749-05,2012-05-01 13:00:00-05,2015-10-28 23:26:00-05,2012-07-10 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,,,yes,,yes,,,,yes,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,yes,,,,,,,
4998,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,,,,,,2011-02-01,,2008,2710.0,1508.0,1202.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-11 18:59:44-05,2019-04-18 18:50:40.638691-05,2012-05-01 13:00:00-05,2015-10-28 23:58:00-05,2012-09-16 19:00:00-05,2019-03-07 02:50:00-06,yes,yes,,yes,,,,,yes,,,,,,,yes,yes,,,,yes,yes,,yes,,yes,,,,,,,,yes,,yes,yes,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,yes,,,
5275,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,South;West,6.125,,3.92,,2011-02-01,,2007,2132.0,866.0,1266.0,0.0,,,yes, , , , ,yes,,,,2012-04-12 14:55:23-05,2019-01-24 11:37:00.676172-06,,,2012-05-02 19:00:00-05,2019-03-19 02:46:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
5403,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,4.56,2.4,2.16,0.0,2011-02-01,,2007,1720.0,1720.0,0.0,0.0,,,yes,yes,yes,yes, ,yes,1,2014-09-12 16:30:02-05,2014-09-12 16:35:01-05,2012-04-12 17:11:37-05,2019-04-18 18:45:48.568595-05,2012-05-01 12:00:00-05,2015-10-28 23:56:00-05,2012-05-22 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,yes,yes,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
5545,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,East,1.2,,,1.2,2011-02-01,,2009,1994.0,1001.0,993.0,0.0,,,yes, ,yes,yes, , ,,,,2012-04-11 18:57:24-05,2018-09-29 00:37:43.335193-05,,,2013-07-01 19:00:00-05,2019-03-19 02:42:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,yes,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
5972,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,West,5.92,,5.92,0.0,2011-02-01,,2008,2843.0,1457.0,1386.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:50-05,2019-04-18 18:05:25.450699-05,2016-01-29 00:00:00-06,2018-01-08 18:14:00-06,2012-10-18 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,yes,,,,,,yes,,yes,,yes,yes,,yes,,yes,,,,,,,,,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,yes,,,
6423,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,West,4.8,,4.8,,2011-02-01,,2008,1544.0,1096.0,448.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:43-05,2013-05-10 16:29:09-05,,,2012-05-02 19:00:00-05,2019-03-11 02:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
6836,yes,Single-Family Home,,yes,yes,yes,,CCET - Pricing Trial,,Austin,Texas,yes,South,3.43,3.43,0.0,,2011-02-01,,2008,1217.0,1217.0,0.0,0.0,,,yes,yes,yes,yes,yes,yes,,2015-03-27 13:48:02-05,2015-03-27 14:59:02-05,2012-04-11 18:39:26-05,2019-04-18 15:40:19.742129-05,2015-07-17 10:29:00-05,2019-01-25 23:59:00-06,2014-03-26 00:00:00-05,2018-06-20 06:59:00-05,yes,yes,yes,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
6990,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.615,3.43,3.185,,2011-02-01,,2008,2345.0,1385.0,960.0,0.0,,,yes, ,yes, , ,yes,,,,2012-04-11 18:56:56-05,2013-05-10 16:28:57-05,,,2012-07-13 11:45:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,yes,,yes,,,,,yes,yes,,yes,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
7024,yes,Town Home,,yes,yes,,,,,Austin,Texas,yes,,,,,,2011-02-01,,2008,1576.0,778.0,798.0,0.0,,,yes, ,yes, ,yes, ,2,,,2012-04-11 18:58:19-05,2019-02-01 16:35:12.662736-06,2015-08-20 12:48:00-05,2018-04-30 14:53:00-05,2014-02-12 18:00:00-06,2019-03-20 02:39:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
7036,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,yes,,,,,,2011-02-01,,2007,2075.0,2075.0,0.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:57:36-05,2017-09-26 13:56:47-05,,,2014-08-29 19:00:00-05,2015-01-25 23:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7113,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2009,2241.0,2241.0,0.0,0.0,,,yes, ,yes, ,yes,yes,,,,2012-04-11 18:59:55-05,2013-05-10 16:28:21-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7504,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,South;West,5.0,1.5,3.5,,2011-02-01,,,,,,,,,yes, , , , , ,,,,2012-04-11 18:59:06-05,2018-11-27 02:29:42.392533-06,,,2012-12-11 18:00:00-06,2019-03-11 02:44:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.105,4.07,2.035,,2011-02-01,,2008,2710.0,1508.0,1202.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:58:38-05,2013-05-10 16:29:04-05,2015-12-04 00:00:00-06,2018-03-30 09:46:00-05,2012-10-25 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,yes,yes,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
7680,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,South;West,5.5,,2.0,,2011-02-01,,2008,2006.0,1440.0,566.0,0.0,,,yes, ,yes, , ,yes,,,,2012-04-11 18:58:39-05,2013-05-10 16:29:30-05,,,2012-11-06 18:00:00-06,2019-03-11 02:34:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7731,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,South;West,5.88,1.96,3.92,,2011-02-01,,2007,2194.0,1423.0,771.0,0.0,,,yes, ,yes,yes,yes,yes,,,,2012-04-21 13:58:13-05,2016-09-01 02:31:26-05,,,2012-05-02 19:00:00-05,2019-03-14 00:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,West,5.25,,5.25,,2011-02-01,,2009,2214.0,1433.0,781.0,0.0,,,yes, ,yes,yes, , ,,,,2012-04-11 18:59:56-05,2019-04-16 12:07:10.840029-05,,,2012-12-11 18:00:00-06,2019-03-12 02:44:00-05,yes,yes,yes,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,,yes,,,yes,,yes,,,,,,,,yes,yes,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
8084,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,South,8.84,8.84,0.0,,2011-02-01,,2008,2649.0,1639.0,1010.0,0.0,,,yes, ,yes,yes, ,yes,,,,2012-04-11 18:58:48-05,2019-04-18 17:51:11.606128-05,2015-12-03 23:01:00-06,2017-12-18 22:37:00-06,2012-05-02 19:00:00-05,2019-03-18 02:36:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
8236,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,South;West,6.25,4.0,2.25,,2011-02-01,,2008,1994.0,1001.0,993.0,0.0,,,yes, ,yes, ,yes, ,,,,2012-04-11 18:58:45-05,2013-05-10 16:29:41-05,,,2012-11-17 18:00:00-06,2019-03-14 02:53:00-05,yes,yes,yes,yes,,,,,,,yes,yes,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,
8317,yes,Town Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,South,2.94,2.94,0.0,,2011-02-01,,2008,1576.0,778.0,798.0,0.0,,,yes, ,yes,yes,yes, ,,,,2012-04-11 18:57:03-05,2013-05-10 16:29:52-05,,,2012-05-02 19:00:00-05,2019-03-18 02:45:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8767,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,South,4.07,4.07,,,2011-02-01,,2009,2240.0,1478.0,762.0,0.0,,,yes, , , , , ,,,,2012-04-11 18:59:30-05,2018-02-21 07:40:30-06,,,2014-03-14 00:00:00-05,2019-03-13 02:33:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.66,3.33,3.33,,2011-02-01,,2008,2669.0,1455.0,1214.0,0.0,,,yes, ,yes, , , ,,,,2012-04-11 18:59:42-05,2019-01-05 02:26:12.020266-06,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9121,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.125,2.94,3.185,0.0,2011-02-01,,2007,1981.0,788.0,1193.0,0.0,,,yes, ,yes, , , ,,,,2012-04-12 17:18:47-05,2019-04-17 22:38:54.826015-05,,,2012-09-17 19:00:00-05,2019-03-14 02:30:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
9134,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,yes,South,4.995,4.995,,,2011-02-01,,2007,2122.0,1162.0,960.0,0.0,,,yes, ,yes, ,yes, ,,,,2012-04-11 18:58:11-05,2019-04-18 18:52:06.196055-05,,,2014-04-30 00:00:00-05,2019-03-13 02:54:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
9160,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,yes,South;West,4.5,1.98,2.52,,2011-02-01,,2008,2310.0,1385.0,925.0,0.0,,,yes, ,yes,yes, , ,,,,2012-04-11 18:59:56-05,2019-04-18 18:18:40.248151-05,,,2012-05-02 19:00:00-05,2017-12-05 03:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9237,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,,,,,,2011-02-01,,2008,1720.0,1720.0,0.0,0.0,,,yes, , , , , ,,,,2012-04-11 18:59:45-05,2013-05-10 16:28:06-05,2015-12-03 20:49:00-06,2017-12-03 23:42:00-06,2016-02-17 00:00:00-06,2017-11-14 06:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,yes,,,,,
9729,yes,Single-Family Home,,yes,yes,yes,,CCET - Pricing Trial,,Austin,Texas,yes,South;West,6.37,2.45,3.92,,2011-02-01,,2008,2196.0,1424.0,772.0,0.0,,,yes, ,yes, ,yes,yes,,,,2012-04-11 18:57:04-05,2019-01-23 03:39:47.934238-06,2012-07-10 09:00:00-05,2015-10-28 23:57:00-05,2012-10-22 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,,,yes,,,yes,,yes,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,,,,,,,,,yes,,yes,,yes,,,,,
5524,,Single-Family Home,,,,,,,,Austin,Texas,,,,,,,2011-03-17,2013-01-14,2009,2001.0,1435.0,566.0,0.0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2011-03-19,2012-09-01,1952,1091.0,1091.0,0.0,0.0,0.0,0.0, , ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,3.0,,,,2011-03-19,2015-06-25,1985,2236.0,956.0,1280.0,0.0,0.0,0.0, ,yes, ,yes,yes,yes,1,,,,,,,2013-02-14 18:00:00-06,2015-06-25 02:59:00-05,yes,yes,yes,yes,,,,,yes,,yes,yes,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2011-03-19,2015-06-30,2011,2152.0,1315.0,837.0,0.0,0.0,0.0, , ,yes, , , ,,,,,,,,2014-09-10 00:00:00-05,2015-06-30 23:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
8188,,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,,,,,,,2011-03-19,2016-07-29,,912.0,,,,,, , , , , , ,,,,,,,,2013-02-14 18:00:00-06,2016-05-27 02:36:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
