dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
4826,yes,Town Home,,,yes,,,,,Austin,Texas,,,,,,,2012-12-28,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,,4.1,,,,2012-12-28,,2012,3028.0,1268.0,1296.0,464.0,,, , , , , , ,,,,,,,,2013-01-25 00:00:00-06,2019-03-11 02:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,yes,,yes
8645,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,,4.5,,,,2012-12-28,,1981,1142.0,1142.0,0.0,0.0,0.0,0.0, , , , , ,yes,,,,,,,,2013-02-27 00:00:00-06,2019-03-13 02:18:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,,,,,,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
3044,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,,,,,,2013-01-04,,2011,3383.0,2230.0,1153.0,0.0,0.0,0.0, , , , , ,yes,,,,2013-01-04 17:10:20-06,2013-05-10 15:51:41-05,,,2014-03-22 00:00:00-05,2019-03-29 23:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,,yes,yes,,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,yes,,,
7030,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,5.25,5.25,0.0,,2013-01-07,,2007,2122.0,1162.0,960.0,0.0,0.0,0.0, , , , , , ,,,,2013-01-07 17:59:43-06,2019-04-18 18:36:44.21036-05,,,2013-08-05 19:00:00-05,2019-03-11 02:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,
2557,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,5.17,,,,2013-01-09,,1969,3400.0,2632.0,0.0,0.0,768.0,0.0, , , , ,yes,yes,1,,,,,,,2013-01-21 18:00:00-06,2019-03-18 02:59:00-05,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,yes,,
3736,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,,5.88,,,,2013-01-09,,1968,1790.0,1790.0,,,,, , , , ,yes,yes,,,,,,,,2013-05-08 09:23:00-05,2019-02-26 02:52:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,yes,,,,,,,,,,,,
3922,yes,Single-Family Home,yes,,,,,,,Mansfield,Texas,,,,,,,2013-01-11,,,2950.0,2950.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,yes,Single-Family Home,yes,,,,,,,Arlington,Texas,,,,,,,2013-01-14,,,3470.0,3470.0,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,yes,Single-Family Home,yes,,,,,,,Grand Prairie,Texas,yes,South;West,3.9,3.4,0.5,,2013-01-17,,2007,4150.0,4150.0,,,,, , , , , , ,,,,,,,,2014-11-24 00:00:00-06,2016-06-24 12:59:00-05,yes,yes,yes,yes,yes,,,,,,,,,,,,yes,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
6617,yes,Single-Family Home,yes,,,,,,,Arlington,Texas,,,,,,,2013-01-23,,,2560.0,2560.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751,yes,Single-Family Home,yes,,,,,,,Grand Prairie,Texas,,,,,,,2013-01-23,,,2910.0,2910.0,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-01-28,,,,,,,,, , , , , ,yes,,,,2013-01-28 17:58:36-06,2013-05-10 16:29:56-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-01-28,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,yes,Town Home,,,yes,,,,,Austin,Texas,,,,,,,2013-01-28,,2010,1998.0,1052.0,946.0,,,, , , , ,yes,yes,,,,2013-01-28 17:59:24-06,2013-05-10 16:29:18-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6863,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-01-28,,,,,,,,, , , , , , ,,,,2014-07-15 09:26:28-05,2019-03-30 18:45:55.710414-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,yes,Single-Family Home,yes,,,,,,,Kingwood,Texas,,,,,,,2013-01-30,,,3195.0,3195.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,yes,Single-Family Home,yes,,,,,,,Arlington,Texas,,,,,,,2013-01-30,,,2330.0,2330.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,yes,Single-Family Home,yes,,,,,,,Burleson,Texas,,,,,,,2013-01-31,,,1850.0,1850.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,yes,Single-Family Home,yes,,,,,,,Santa Fe,Texas,,,,,,,2013-01-31,,,2942.0,1526.0,1104.0,,312.0,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,,,,,,,2013-01-31,,,1314.0,1314.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,yes,Town Home,,,yes,,,,,Austin,Texas,yes,,,,,,2013-02-04,,2008,1918.0,959.0,959.0,,,, , , , , , ,,,,2014-06-24 18:39:54-05,2018-12-09 14:35:29.845415-06,,,2015-09-29 00:00:00-05,2019-03-08 02:49:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
6063,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,6.5,,,,2013-02-04,,2008,1842.0,1379.0,463.0,,,, , , , ,yes,yes,,,,2013-02-04 17:58:17-06,2017-01-06 11:31:15-06,,,2014-07-16 00:00:00-05,2019-03-08 02:59:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,yes,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
4219,yes,Single-Family Home,yes,,,,,,,Irving,Texas,,,,,,,2013-02-05,,,3374.0,3374.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-11,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-11,,1947,1080.0,1080.0,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-11,,2007,2122.0,1162.0,960.0,,,, , , , , ,yes,,,,2013-02-11 13:53:21-06,2013-03-29 10:04:30-05,,,2018-09-01 00:00:00-05,2019-03-07 02:59:00-06,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
6897,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-11,,,,,,,,, , , , , , ,,,,2013-02-11 17:57:18-06,2013-05-10 16:17:12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-11,,,,,,,,, , , , , ,yes,,,,2013-02-11 17:59:59-06,2019-04-04 20:20:26.578275-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-13,2017-05-12,,,,,,,, , , , , , ,,,,2013-03-27 04:50:14-05,2013-03-29 05:22:43-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-13,,,,,,,,, , , , , , ,,,,2013-02-13 17:48:58-06,2013-04-28 09:56:32-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-14,2018-03-07,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-14,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,6.24,6.24,,,2013-02-14,,2012,2006.0,1556.0,450.0,,,, , , , ,yes,yes,,,,2013-02-14 17:59:18-06,2013-05-10 16:29:49-05,2015-08-20 14:16:22.34069-05,2018-03-14 23:59:00-05,2014-08-16 00:00:00-05,2019-02-26 02:49:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,
3347,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,,,,,,,2013-02-15,,,1758.0,1758.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-15,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,yes,Single-Family Home,yes,,,,,,,Grapevine,Texas,yes,,4.5,,,,2013-02-15,,,3402.0,3402.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,3.0,,,,2013-02-15,,,,,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9454,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-15,,,,,,,,, , , , ,yes, ,,,,2013-02-15 17:59:36-06,2013-05-10 16:20:34-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,7.54,7.54,,,2013-02-18,,1973,2446.0,1230.0,1216.0,0.0,0.0,0.0, , , , ,yes,yes,1,,,,,,,2013-03-28 00:00:00-05,2019-02-26 02:59:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,,yes,yes,,yes,,yes,,,,,,,,yes,yes,yes,,,,,,yes,yes,yes,,yes,,,,,,,yes,,yes,yes,,,,,,,,,
6505,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-18,,,,,,,,, , , , , , ,,,,2013-02-18 17:59:54-06,2019-04-01 19:28:46.996673-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,4.5,,,,2013-02-21,,2012,2216.0,1434.0,782.0,0.0,0.0,0.0, , , , ,yes,yes,,,,2013-04-25 15:06:50-05,2013-05-10 16:25:55-05,,,2014-06-20 19:00:00-05,2019-03-14 02:33:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,yes,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
5889,,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-02-25,2018-11-30,1979,2018.0,718.0,1300.0,,,, , , , , , ,,,,,,,,2013-07-11 19:00:00-05,2017-02-01 03:59:00-06,yes,yes,,yes,,,,,yes,yes,,,,,,,,yes,,,,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
781,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,5.8,,,,2013-02-27,,2012,1946.0,1001.0,945.0,0.0,0.0,0.0, , , , , , ,,,,2013-02-27 17:45:25-06,2013-05-10 16:27:47-05,2015-08-20 14:16:00-05,2018-03-16 17:33:00-05,2014-07-18 00:00:00-05,2019-02-25 02:59:00-06,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,yes,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
9526,yes,Single-Family Home,yes,,,,,,,Kennedale,Texas,,,,,,,2013-02-27,,,3160.0,3160.0,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,yes,Single-Family Home,yes,,,,,,,Plano,Texas,,,,,,,2013-02-28,,,3429.0,3429.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7797,yes,Single-Family Home,yes,,,,,,,Plano,Texas,yes,,2.55,,,,2013-02-28,,,2286.0,2286.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,yes,Single-Family Home,yes,,,,,,,Plano,Texas,yes,,2.25,,,,2013-03-01,,,2128.0,2128.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,yes,Single-Family Home,yes,,,,,,,Rowlett,Texas,,,,,,,2013-03-01,,,3528.0,3528.0,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,yes,Single-Family Home,yes,,,,,,,Arlington,Texas,,,,,,,2013-03-01,,,1900.0,1900.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-03-02,,,,,,,,, , , , ,yes,yes,,,,2013-03-02 17:59:59-06,2018-07-07 08:25:54.881436-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,yes,Single-Family Home,yes,,,,,,,Arlington,Texas,,,,,,,2013-03-04,,,1730.0,1730.0,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,,Single-Family Home,yes,,,,,,,Round Rock,Texas,yes,,,,,,2013-03-05,2016-08-15,,3831.0,2373.0,1458.0,,,, , , , , , ,,,,,,,,2014-03-11 00:00:00-05,2016-08-11 02:35:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
43,yes,Single-Family Home,yes,,,,,,,Benbrook,Texas,yes,,6.7,,,,2013-03-05,,1975,1780.0,1780.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,yes,Single-Family Home,yes,,,,,,,Coppell,Texas,,,,,,,2013-03-05,,,2798.0,2798.0,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,yes,Single-Family Home,yes,,,,,,,Austin,Texas,,,,,,,2013-03-05,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,,,,,,,2013-03-05,,,2822.0,1236.0,1586.0,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,yes,Single-Family Home,yes,,,,,,,Wichita Falls,Texas,yes,,10.0,,,,2013-03-05,,,,,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,yes,Single-Family Home,yes,,,,,,,Mansfield,Texas,yes,,5.94,,,,2013-03-05,,,2550.0,2550.0,,,,, , , , ,yes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,yes,,5.15,,,,2013-03-05,,1971,2163.0,2163.0,,,,, , , , ,yes,yes,,,,,,,,2013-11-26 18:00:00-06,2019-03-20 02:38:00-05,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,yes,,,,,,,,yes,yes,
7194,yes,Single-Family Home,yes,,,,,,,Round Rock,Texas,,,,,,,2013-03-05,,,2174.0,2174.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,,,,,,,2013-03-05,,,1254.0,1254.0,,,,, , , , , , ,,,,,,,,2013-10-08 19:00:00-05,2014-06-16 18:59:00-05,yes,yes,,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,yes,,,
9462,yes,Single-Family Home,yes,,,,,,,Coppell,Texas,,,,,,,2013-03-05,,1994,3791.0,3791.0,,,,, , , , ,yes,yes,,,,,,,,2013-09-11 19:00:00-05,2017-08-29 02:33:00-05,yes,yes,,yes,yes,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9488,yes,Single-Family Home,yes,,,,,,,Houston,Texas,yes,,,,,,2013-03-05,,,1324.0,1324.0,,,,, , , , , ,yes,,,,,,,,2013-09-18 19:00:00-05,2014-11-06 17:59:00-06,yes,yes,yes,yes,,,,,,,yes,yes,,,,,,,,,,yes,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
1167,,Single-Family Home,yes,,,,,,,Hurst,Texas,,,,,,,2013-03-06,2014-11-03,,1660.0,1660.0,,,,, , , , , , ,,,,,,,,2013-09-12 19:00:00-05,2014-08-31 18:59:00-05,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
774,yes,Single-Family Home,yes,,,,,,,Houston,Texas,,,,,,,2013-03-06,,,2368.0,2368.0,,,,, , , , , , ,,,,,,2016-02-15 00:06:00-06,2017-03-17 13:03:00-05,2013-09-14 19:00:00-05,2017-08-27 07:33:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,
4670,yes,Single-Family Home,yes,,,,,,,Plano,Texas,yes,South,4.2,4.2,,,2013-03-06,,2005,3048.0,2010.0,1038.0,,,, , , , ,yes,yes,,,,,,,,2013-08-24 19:00:00-05,2019-03-19 02:38:00-05,yes,yes,,yes,yes,,,,,,,,,,,,yes,,,,yes,yes,yes,,yes,yes,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
7593,yes,Single-Family Home,yes,,,,,,,Irving,Texas,,,,,,,2013-03-06,,,1969.0,1969.0,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,yes,Single-Family Home,yes,,,,,,,Dallas,Texas,yes,,10.0,,,,2013-03-06,,,5149.0,5149.0,,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2013-03-11,,1961,1042.0,1042.0,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7037,yes,Single-Family Home,yes,,,,,,,Plano,Texas,,,,,,,2013-03-11,,,3569.0,2362.0,1207.0,,,, , , , ,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776,yes,Single-Family Home,yes,,,,,,,Plano,Texas,yes,,6.0,,,,2013-03-11,,1990,4518.0,2494.0,2024.0,,,, , , , ,yes,yes,,,,,,,,2013-08-24 19:00:00-05,2019-03-20 02:39:00-05,yes,yes,yes,yes,yes,,,,yes,,,,,,,yes,,,,,yes,,,,,yes,,,,,,yes,,,,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,,,,yes,,,,,yes,,,yes,,,,,,,,,
3263,,Single-Family Home,yes,,,,,,,Round Rock,Texas,,,,,,,2013-03-13,2014-09-01,,1801.0,1801.0,,,,, , , , ,yes, ,,,,,,,,2013-08-30 19:00:00-05,2014-08-28 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,
9688,,Single-Family Home,yes,,,,,,,Dallas,Texas,,,,,,,2013-03-13,2016-07-06,,2440.0,2440.0,,,,, , , , , ,yes,,,,,,,,2013-11-13 18:00:00-06,2015-09-30 02:59:00-05,yes,yes,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
5852,,Single-Family Home,yes,,,,,,,Houston,Texas,,,,,,,2013-03-13,2017-08-16,,2663.0,1553.0,1110.0,,,, , , , , , ,,,,,,,,2013-08-06 19:00:00-05,2016-09-03 07:59:00-05,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
